hid_pes,puid_pes,forename_pes,middlenm_pes,last_name_pes,names_pes,province_pes,district_pes,sector_pes,cellule_pes,village_pes,month_pes,year_pes,age_pes,HoH_pes,marstat_pes,marstatdesc_pes,relationship_pes,sex_pes,telephone_pes,lat_pes,long_pes,full_loc_pes,EAid_pes,DSid_pes,dob_pes
126,PES_VEJ207994397,UWASE,nan,INGABIRE,UWASE  INGABIRE,KIGALI,GASABO,NDERA,RUDASHYA,KACYINYAGA,2.0,1985.0,37.0,UWASE INGABIRE,nan,nan,12.0,F,4547667091.0,-1.915431012,30.06971633,RWANDA GASABO NDERA RUDASHYA KACYINYAGA,RUDASHYAKACYINYAGA,GASABONDERA,2.0/1985.0
127,PES_VNE464708670,BENNY,ALPHONSE,HATUNGIMANA,BENNY ALPHONSE HATUNGIMANA,EAST,NGOMA,MUGESERA,MUGATARE,KUMUNINI,nan,1978.0,44.0,DAVID KAZUNGU,4.0,DIVORCED,2.0,M,nan,-1.282430824,30.34092468,RWANDA NGOMA MUGESERA MUGATARE KUMUNINI,MUGATAREKUMUNINI,NGOMAMUGESERA,nan/1978.0
127,PES_VOY410550152,DAVID,nan,nan,DAVID  ,EAST,NGOMA,MUGESERA,MUGATARE,KUMUNINI,11.0,1974.0,48.0,DAVID KAZUNGU,nan,nan,1.0,M,3544073850.0,-1.282430824,30.34092468,RWANDA NGOMA MUGESERA MUGATARE KUMUNINI,MUGATAREKUMUNINI,NGOMAMUGESERA,11.0/1974.0
127,PES_VP1709587617,FABIEN,nan,HABINEZA,FABIEN  HABINEZA,EAST,NGOMA,MUGESERA,MUGATARE,KUMUNINI,2.0,2007.0,15.0,DAVID KAZUNGU,6.0,NEVER MARRIED,nan,M,3544073850.0,-1.282430824,30.34092468,RWANDA NGOMA MUGESERA MUGATARE KUMUNINI,MUGATAREKUMUNINI,NGOMAMUGESERA,2.0/2007.0
128,PES_VP4196719141,FRANCOIS,REGIS,MBABAZI,FRANCOIS REGIS MBABAZI,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,5.0,1975.0,46.0,FRANCOIS REGIS MBABAZI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,1941369417.0,-1.767979943,29.39563344,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,5.0/1975.0
128,PES_VQS035668999,JOHNY,JACKSON,MURENZI,JOHNY JACKSON MURENZI,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,nan,nan,32.0,FRANCOIS REGIS MBABAZI,6.0,NEVER MARRIED,7.0,M,1941369417.0,-1.767979943,29.39563344,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,nan/nan
129,PES_VSG943673960,DEMETRIOUS,nan,BYIRINGIRO,DEMETRIOUS  BYIRINGIRO,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,11.0,1980.0,42.0,DEMETRIOUS CELESTIN,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,6479500165.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,11.0/1980.0
129,PES_VV9851331001,DEMETRIOUS,nan,CELESTIN,DEMETRIOUS  CELESTIN,WEST,RUBAVU,GISENYI,UMUGANDA,UMUNYINYA,4.0,1954.0,68.0,DEMETRIOUS CELESTIN,3.0,LIVE IN A POLYGAMOUS UNION,4.0,M,6479500165.0,-2.270923366,30.007350800000005,RWANDA RUBAVU GISENYI UMUGANDA UMUNYINYA,UMUGANDAUMUNYINYA,RUBAVUGISENYI,4.0/1954.0
129,PES_VVF911261402,TUYISHIME,nan,ERNEST,TUYISHIME  ERNEST,NORTH,GICUMBI,RUVUNE,REBERO,RWABUREGEYA,3.0,1988.0,34.0,DEMETRIOUS CELESTIN,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,M,6479500165.0,-1.5688002330000002,30.11566288,RWANDA GICUMBI RUVUNE REBERO RWABUREGEYA,REBERORWABUREGEYA,GICUMBIRUVUNE,3.0/1988.0
130,PES_W1N968871690,nan,nan,NIYONKURU,  NIYONKURU,SOUTH,RUHANGO,BYIMANA,NTENYO,NGANDO,8.0,nan,66.0,SYLVESTRE PASCAL,7.0,WIDOWED,8.0,M,1356458487.0,-2.1497935619999997,29.75680467,RWANDA RUHANGO BYIMANA NTENYO NGANDO,NTENYONGANDO,RUHANGOBYIMANA,8.0/nan
130,PES_W6O202133234,VESTINE,nan,NGABO,VESTINE  NGABO,SOUTH,RUHANGO,BYIMANA,NTENYO,NGANDO,1.0,1949.0,73.0,SYLVESTRE PASCAL,5.0,SEPARATED,5.0,F,1356458487.0,-2.1497935619999997,29.75680467,RWANDA RUHANGO BYIMANA NTENYO NGANDO,NTENYONGANDO,RUHANGOBYIMANA,1.0/1949.0
130,PES_W89771391214,ANGE,nan,DIEUDONN,ANGE  DIEUDONN,SOUTH,RUHANGO,BYIMANA,NTENYO,NGANDO,11.0,1995.0,27.0,SYLVESTRE PASCAL,4.0,DIVORCED,11.0,M,1356458487.0,-2.1497935619999997,29.75680467,RWANDA RUHANGO BYIMANA NTENYO NGANDO,NTENYONGANDO,RUHANGOBYIMANA,11.0/1995.0
130,PES_WAJ050132329,SYLVESTRE,nan,PASCAL,SYLVESTRE  PASCAL,SOUTH,RUHANGO,BYIMANA,NTENYO,NGANDO,8.0,1926.0,96.0,SYLVESTRE PASCAL,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,1356458487.0,-2.1497935619999997,29.75680467,RWANDA RUHANGO BYIMANA NTENYO NGANDO,NTENYONGANDO,RUHANGOBYIMANA,8.0/1926.0
130,PES_WB6491964397,AIME,GILBERT,SEBERA,AIME GILBERT SEBERA,SOUTH,RUHANGO,BYIMANA,NTENYO,NGANDO,5.0,2010.0,12.0,SYLVESTRE PASCAL,6.0,NEVER MARRIED,nan,M,1356458487.0,-2.1497935619999997,29.75680467,RWANDA RUHANGO BYIMANA NTENYO NGANDO,NTENYONGANDO,RUHANGOBYIMANA,5.0/2010.0
131,PES_WEO338741039,UWAWE,nan,VIANNEY,UWAWE  VIANNEY,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,4.0,1928.0,94.0,UWAWE VIANNEY,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,13.0,M,nan,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,4.0/1928.0
131,PES_WEO383238804,HAKIM,nan,MUREKATETE,HAKIM  MUREKATETE,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,nan,1938.0,84.0,UWAWE VIANNEY,4.0,DIVORCED,10.0,M,nan,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,nan/1938.0
131,PES_WEZ937147223,MUZIRANENGE,AMIDA,MUTESI,MUZIRANENGE AMIDA MUTESI,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,nan,1990.0,32.0,UWAWE VIANNEY,4.0,DIVORCED,8.0,F,nan,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,nan/1990.0
131,PES_WID487799536,nan,PIERRE,MUSHIMIYIMANA, PIERRE MUSHIMIYIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,nan,nan,4.0,UWAWE VIANNEY,6.0,NEVER MARRIED,7.0,M,nan,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,nan/nan
132,PES_WIU331504225,DEDAN,nan,nan,DEDAN  ,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,2.0,1957.0,65.0,MUHUZA CLEMENT MULINDA,5.0,SEPARATED,10.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,2.0/1957.0
132,PES_WIX704378775,MUHUZA,CLEMENT,MULINDA,MUHUZA CLEMENT MULINDA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,nan,1934.0,94.0,MUHUZA CLEMENT MULINDA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,nan/1934.0
132,PES_WJO341716797,CALEB,nan,UMULISA,CALEB  UMULISA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,8.0,1977.0,48.0,MUHUZA CLEMENT MULINDA,5.0,SEPARATED,5.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,8.0/1977.0
132,PES_WK6728563159,MUGABO,nan,NIYIBIZI,MUGABO  NIYIBIZI,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,5.0,1939.0,83.0,MUHUZA CLEMENT MULINDA,3.0,LIVE IN A POLYGAMOUS UNION,1.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,5.0/1939.0
132,PES_WKG844510118,RUTH,nan,MUSABYIMANA,RUTH  MUSABYIMANA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,nan,1965.0,91.0,MUHUZA CLEMENT MULINDA,3.0,LIVE IN A POLYGAMOUS UNION,12.0,F,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,nan/1965.0
133,PES_WNO375613571,MUGISHA,nan,BYAMUNGU,MUGISHA  BYAMUNGU,KIGALI,GASABO,NDERA,RUDASHYA,KAMAHORO,2.0,1984.0,38.0,FRANCOIS ASIIMWE,4.0,DIVORCED,nan,F,4597299086.0,-1.915431012,30.06971633,RWANDA GASABO NDERA RUDASHYA KAMAHORO,RUDASHYAKAMAHORO,GASABONDERA,2.0/1984.0
133,PES_WOY842262255,FRANCOIS,nan,ASIIMWE,FRANCOIS  ASIIMWE,KIGALI,GASABO,NDERA,RUDASHYA,KAMAHORO,4.0,1931.0,91.0,FRANCOIS ASIIMWE,nan,nan,10.0,M,4597299086.0,-1.915431012,30.06971633,RWANDA GASABO NDERA RUDASHYA KAMAHORO,RUDASHYAKAMAHORO,GASABONDERA,4.0/1931.0
134,PES_WRN893966383,JOSIANE,nan,MUNEZERO,JOSIANE  MUNEZERO,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,8.0,1954.0,68.0,JOSIANE MUNEZERO,nan,nan,8.0,F,2756003718.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,8.0/1954.0
134,PES_WSE020713696,JOSUE,nan,GATARAYIHA,JOSUE  GATARAYIHA,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,4.0,1990.0,32.0,JOSIANE MUNEZERO,5.0,SEPARATED,2.0,M,2756003718.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,4.0/1990.0
135,PES_WUE523472017,VEDASTE,LIONCEAU,TUYISHIMIRE,VEDASTE LIONCEAU TUYISHIMIRE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5.0,1973.0,49.0,BETTY HABINEZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,M,9624113972.0,-2.191809,29.903135600000002,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,5.0/1973.0
135,PES_WVK241034945,BELLYOFF,nan,CLAUDE,BELLYOFF  CLAUDE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1995.0,27.0,BETTY HABINEZA,4.0,DIVORCED,7.0,nan,9624113972.0,-2.191809,29.903135600000002,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1995.0
135,PES_WXN387878231,AUGUSTIN,nan,STEVEN,AUGUSTIN  STEVEN,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,12.0,2003.0,19.0,BETTY HABINEZA,4.0,DIVORCED,nan,M,9624113972.0,-2.191809,29.903135600000002,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,12.0/2003.0
135,PES_X2H545428668,BETTY,nan,HABINEZA,BETTY  HABINEZA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,11.0,1927.0,95.0,BETTY HABINEZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,F,9624113972.0,-2.191809,29.903135600000002,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,11.0/1927.0
136,PES_XDC394071831,CHARITY,nan,KARANGWA,CHARITY  KARANGWA,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,2.0,1930.0,92.0,SCHIPHRA TUYISENGE,nan,nan,3.0,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,2.0/1930.0
136,PES_XEU250321345,GARUKA,nan,TUSHABE,GARUKA  TUSHABE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,nan,1971.0,51.0,SCHIPHRA TUYISENGE,3.0,LIVE IN A POLYGAMOUS UNION,2.0,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,nan/1971.0
136,PES_XIF934427768,SAMSON,nan,LEE,SAMSON  LEE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,7.0,1964.0,58.0,SCHIPHRA TUYISENGE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,7.0/1964.0
136,PES_XKD608533636,SCHIPHRA,nan,TUYISENGE,SCHIPHRA  TUYISENGE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,nan,1924.0,99.0,SCHIPHRA TUYISENGE,3.0,LIVE IN A POLYGAMOUS UNION,3.0,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,nan/1924.0
138,PES_XNY428020149,SHAMIMA,nan,UWAMARIYA,SHAMIMA  UWAMARIYA,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,nan,1950.0,72.0,SHAMARIMA UWAMARIYA,4.0,DIVORCED,5.0,F,8251714761.0,-1.767979943,29.39563344,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,nan/1950.0
138,PES_XQU606573607,SEDHAR,nan,NDAYISABA,SEDHAR  NDAYISABA,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,11.0,1926.0,20.0,SHAMARIMA UWAMARIYA,nan,nan,5.0,M,8251714761.0,-1.767979943,29.39563344,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,11.0/1926.0
139,PES_XRD076572896,QUEEM,nan,NSHIMIYIMANA,QUEEM  NSHIMIYIMANA,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,10.0,1992.0,30.0,AMOR MUGIRANEZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,F,2142433267.0,-2.023351325,30.02375044,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,10.0/1992.0
139,PES_XRJ632882445,LANDRE,nan,DIEUDONNE,LANDRE  DIEUDONNE,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,5.0,1952.0,58.0,AMOR MUGIRANEZA,5.0,SEPARATED,9.0,M,2142433267.0,-2.023351325,30.02375044,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,5.0/1952.0
139,PES_XUR868522716,AMOR,nan,MUGIRANEZA,AMOR  MUGIRANEZA,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,nan,nan,87.0,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,9.0,F,2142433267.0,-2.023351325,30.02375044,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,nan/nan
139,PES_XWH788287581,TUYISENGE,JEAN,GASPARD,TUYISENGE JEAN GASPARD,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,nan,1999.0,23.0,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,10.0,M,2142433267.0,-2.023351325,30.02375044,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,nan/1999.0
139,PES_XZQ669054346,ROSE,nan,MURENZINI,ROSE  MURENZINI,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,nan,1946.0,76.0,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,2.0,F,2142433267.0,-2.023351325,30.02375044,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,nan/1946.0
140,PES_Y00986922705,HONDA,MORIS,UWIZEYE,HONDA MORIS UWIZEYE,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,8.0,1931.0,94.0,HONDA MORIS UWIZEYE,3.0,LIVE IN A POLYGAMOUS UNION,8.0,M,6495405919.0,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,8.0/1931.0
140,PES_Y3S338388462,JEAN,BOSCO,KUBWIMANA,JEAN BOSCO KUBWIMANA,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,3.0,1987.0,35.0,HONDA MORIS UWIZEYE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,M,6495405919.0,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,3.0/1987.0
140,PES_Y6Z288616154,WINNY,nan,MUHIRWA,WINNY  MUHIRWA,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,nan,1934.0,88.0,HONDA MORIS UWIZEYE,4.0,DIVORCED,4.0,F,6495405919.0,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,nan/1934.0
141,PES_YA8635915325,IRADUKUNDA,nan,NGABONZIZA,IRADUKUNDA  NGABONZIZA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,12.0,1939.0,83.0,IRADUKUNDA NGABONZIZA,3.0,LIVE IN A POLYGAMOUS UNION,11.0,M,9103602271.0,-1.545342259,29.74926558,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,12.0/1939.0
141,PES_YHB921251984,ELLA,nan,KALISA,ELLA  KALISA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,6.0,1993.0,29.0,IRADUKUNDA NGABONZIZA,5.0,SEPARATED,11.0,F,9103602271.0,-1.545342259,29.74926558,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,6.0/1993.0
141,PES_YN8350281683,HONORINE,nan,NSENGIYUMVA,HONORINE  NSENGIYUMVA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,12.0,1965.0,81.0,IRADUKUNDA NGABONZIZA,nan,nan,10.0,F,9103602271.0,-1.545342259,29.74926558,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,12.0/1965.0
141,PES_YSK370847777,NDENGEYINGOMA,nan,UMUTONI,NDENGEYINGOMA  UMUTONI,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,nan,2016.0,6.0,IRADUKUNDA NGABONZIZA,6.0,NEVER MARRIED,10.0,nan,9103602271.0,-1.545342259,29.74926558,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,nan/2016.0
142,PES_YYS400831136,FLORENTINE,nan,YVES,FLORENTINE  YVES,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,5.0,1995.0,27.0,NGABO HABYARIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,8547963655.0,-2.089481771,29.67819748,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,5.0/1995.0
142,PES_YZI931655738,NGABO,nan,HABYARIMANA,NGABO  HABYARIMANA,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,1.0,1921.0,101.0,NGABO HABYARIMANA,4.0,DIVORCED,6.0,M,8547963655.0,-2.089481771,29.67819748,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,1.0/1921.0
142,PES_Z1B129507786,NSENGIYUMVA,nan,KWIZERA,NSENGIYUMVA  KWIZERA,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,11.0,1970.0,52.0,NGABO HABYARIMANA,3.0,LIVE IN A POLYGAMOUS UNION,11.0,F,8547963655.0,-2.089481771,29.67819748,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,11.0/1970.0
142,PES_Z1S573380840,BIBENTYO,nan,MUTONI,BIBENTYO  MUTONI,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,9.0,nan,22.0,NGABO HABYARIMANA,5.0,SEPARATED,1.0,F,8547963655.0,-2.089481771,29.67819748,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,9.0/nan
143,PES_Z3G138506804,RUSANGANWA,nan,KARANGWA,RUSANGANWA  KARANGWA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,2.0,1934.0,88.0,RUSANGANWA KARANGWA,6.0,NEVER MARRIED,9.0,M,6042629245.0,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,2.0/1934.0
143,PES_Z5V470109073,ERIC,nan,KAREMERA,ERIC  KAREMERA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,1.0,1988.0,34.0,RUSANGANWA KARANGWA,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,6042629245.0,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,1.0/1988.0
143,PES_Z98616838938,nan,nan,SAM,  SAM,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,nan,1946.0,56.0,RUSANGANWA KARANGWA,4.0,DIVORCED,13.0,M,6042629245.0,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,nan/1946.0
144,PES_ZDI407421451,MIREILLE,nan,NDAYISABA,MIREILLE  NDAYISABA,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,7.0,2008.0,32.0,CSAR MUNEZERO,6.0,NEVER MARRIED,1.0,F,1155789865.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,7.0/2008.0
144,PES_ZGR116202739,nan,nan,RODRIGUE,  RODRIGUE,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,10.0,2003.0,19.0,CSAR MUNEZERO,5.0,SEPARATED,7.0,F,1155789865.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,10.0/2003.0
144,PES_ZK1109150994,CSAR,nan,MUNEZERO,CSAR  MUNEZERO,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,9.0,1958.0,64.0,CSAR MUNEZERO,3.0,LIVE IN A POLYGAMOUS UNION,2.0,F,1155789865.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,9.0/1958.0
145,PES_ZRB113583615,METHODE,nan,IZABAYO,METHODE  IZABAYO,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,11.0,1947.0,75.0,MANZI CHRISTIAN RUTAYISIRE,5.0,SEPARATED,10.0,F,5578642384.0,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,11.0/1947.0
145,PES_ZTE317757694,MUTUZO,nan,NTAKIRUTIMANA,MUTUZO  NTAKIRUTIMANA,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,8.0,1941.0,68.0,MANZI CHRISTIAN RUTAYISIRE,4.0,DIVORCED,11.0,F,5578642384.0,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,8.0/1941.0
145,PES_ZUX507676677,MANZI,CHRISTIAN,RUTAYISIRE,MANZI CHRISTIAN RUTAYISIRE,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,4.0,1941.0,81.0,MANZI CHRISTIAN RUTAYISIRE,nan,nan,12.0,M,5578642384.0,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,4.0/1941.0
