hid_cen,puid_cen,forename_cen,middlenm_cen,last_name_cen,names_cen,province_cen,district_cen,sector_cen,cellule_cen,village_cen,month_cen,year_cen,age_cen,HoH_cen,marstat_cen,marstatdesc_cen,relationship_cen,sex_cen,telephone_cen,lat_cen,long_cen,full_loc_cen,EAid_cen,DSid_cen,dob_cen
124,CEN_UV7677325357,NADINE,nan,HITIMANA,NADINE  HITIMANA,SOUTH,RUHANGO,BYIMANA,MUHORORO,BUKOMERO,1.0,1936.0,86,NADINE HITIMANA,7.0,WIDOWED,12.0,F,1865430883.0,-2.152388111,29.75270626,RWANDA RUHANGO BYIMANA MUHORORO BUKOMERO,MUHOROROBUKOMERO,RUHANGOBYIMANA,1.0/1936.0
124,CEN_UXI140124518,ALAIN,nan,UMUTESI,ALAIN  UMUTESI,SOUTH,RUHANGO,BYIMANA,MUHORORO,BUKOMERO,nan,2002.0,20,NADINE HITIMANA,6.0,NEVER MARRIED,10.0,M,nan,-2.152388111,29.75270626,RWANDA RUHANGO BYIMANA MUHORORO BUKOMERO,MUHOROROBUKOMERO,RUHANGOBYIMANA,nan/2002.0
125,CEN_V4E363719696,PATIENT,nan,GATERA,PATIENT  GATERA,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,4.0,1942.0,80,PATIENT GATERA,4.0,DIVORCED,12.0,M,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,4.0/1942.0
125,CEN_V6Q210501692,RUSANGANWA,nan,BUTERA,RUSANGANWA  BUTERA,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,1.0,1999.0,45,PATIENT GATERA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5.0,M,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,1.0/1999.0
125,CEN_VBX991688484,nan,nan,NDAYAMBAJE,  NDAYAMBAJE,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,8.0,2001.0,21,PATIENT GATERA,7.0,WIDOWED,12.0,F,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,8.0/2001.0
126,CEN_VDF830958173,FRANCK,nan,ERIC,FRANCK  ERIC,KIGALI,GASABO,NDERA,RUDASHYA,KACYINYAGA,12.0,1990.0,33,UWASE INGABIRE,7.0,WIDOWED,3.0,M,nan,-1.944217581,30.12697936,RWANDA GASABO NDERA RUDASHYA KACYINYAGA,RUDASHYAKACYINYAGA,GASABONDERA,12.0/1990.0
126,CEN_VEJ207994397,nan,nan,INGABIRE,  INGABIRE,KIGALI,GASABO,NDERA,RUDASHYA,KACYINYAGA,2.0,1985.0,37,UWASE INGABIRE,7.0,WIDOWED,12.0,F,nan,-1.944217581,30.12697936,RWANDA GASABO NDERA RUDASHYA KACYINYAGA,RUDASHYAKACYINYAGA,GASABONDERA,2.0/1985.0
127,CEN_VNE464708670,BEN,ALPHONSE,HATUNGIMANA,BEN ALPHONSE HATUNGIMANA,EAST,KIREHE,KIGARAMA,NYANKURAZO,NYAGAHANGA,10.0,1978.0,44,DAVID KAZUNGU,4.0,DIVORCED,2.0,M,3544073850.0,-2.316244727,30.73664497,RWANDA KIREHE KIGARAMA NYANKURAZO NYAGAHANGA,NYANKURAZONYAGAHANGA,KIREHEKIGARAMA,10.0/1978.0
127,CEN_VOY410550152,DAVID,nan,KAZUNGU,DAVID  KAZUNGU,EAST,NGOMA,MUGESERA,MUGATARE,KUMUNINI,11.0,1974.0,48,DAVID KAZUNGU,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,3544073850.0,-1.282430824,30.34092468,RWANDA NGOMA MUGESERA MUGATARE KUMUNINI,MUGATAREKUMUNINI,NGOMAMUGESERA,11.0/1974.0
127,CEN_VP1709587617,FABIEN,nan,nan,FABIEN  ,EAST,NGOMA,MUGESERA,MUGATARE,KUMUNINI,9.0,2007.0,15,DAVID KAZUNGU,6.0,NEVER MARRIED,9.0,M,nan,-1.282430824,30.34092468,RWANDA NGOMA MUGESERA MUGATARE KUMUNINI,MUGATAREKUMUNINI,NGOMAMUGESERA,9.0/2007.0
129,CEN_VSG943673960,DEMETRIOUS,nan,BYIRINGIRO,DEMETRIOUS  BYIRINGIRO,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,4.0,1980.0,42,DEMETRIOUS CELESTIN,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,nan,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,4.0/1980.0
129,CEN_VV9851331001,DEMETRIOUS,nan,CELESTIN,DEMETRIOUS  CELESTIN,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,nan,1954.0,68,DEMETRIOUS CELESTIN,3.0,LIVE IN A POLYGAMOUS UNION,4.0,M,6479500165.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,nan/1954.0
129,CEN_VVF911261402,TUYISHIME,nan,ERNEST,TUYISHIME  ERNEST,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,12.0,nan,35,DEMETRIOUS CELESTIN,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,F,6479500165.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,12.0/nan
132,CEN_WIU331504225,DEDAN,nan,NIYIGENA,DEDAN  NIYIGENA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,8.0,1957.0,65,MUHUZA CLEMENT MULINDA,5.0,SEPARATED,10.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,8.0/1957.0
132,CEN_WIX704378775,MUHUZA,CLEMENT,MULINDA,MUHUZA CLEMENT MULINDA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,nan,nan,94,MUHUZA CLEMENT MULINDA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3.0,M,2601462082.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,nan/nan
132,CEN_WJO341716797,CALEB,nan,UMULISA,CALEB  UMULISA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,8.0,1977.0,45,MUHUZA CLEMENT MULINDA,5.0,SEPARATED,5.0,M,2601462082.0,-1.383436151,30.08039976,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,8.0/1977.0
132,CEN_WK6728563159,MUGABO,nan,NIYIBIZI,MUGABO  NIYIBIZI,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,5.0,1939.0,83,MUHUZA CLEMENT MULINDA,3.0,LIVE IN A POLYGAMOUS UNION,1.0,nan,2601462082.0,-1.383436151,30.08039976,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,5.0/1939.0
132,CEN_WKG844510118,RUTH,nan,MUSABYIMANA,RUTH  MUSABYIMANA,NORTH,GAKENKE,RUSASA,GATABA,KEBERO,7.0,1931.0,91,MUHUZA CLEMENT MULINDA,3.0,LIVE IN A POLYGAMOUS UNION,12.0,F,5052487866.0,-1.383041019,30.07927048,RWANDA GAKENKE RUSASA GATABA KEBERO,GATABAKEBERO,GAKENKERUSASA,7.0/1931.0
133,CEN_WNO375613571,MUGISHA,nan,BYAMUNGU,MUGISHA  BYAMUNGU,KIGALI,GASABO,NDERA,RUDASHYA,KAMAHORO,2.0,1971.0,38,FRANCOIS ASIIMWE,nan,nan,5.0,M,nan,-1.9240092640000002,30.091174,RWANDA GASABO NDERA RUDASHYA KAMAHORO,RUDASHYAKAMAHORO,GASABONDERA,2.0/1971.0
133,CEN_WOY842262255,FRANCOIS,nan,ASIIMWE,FRANCOIS  ASIIMWE,KIGALI,GASABO,NDERA,RUDASHYA,KAMAHORO,4.0,1931.0,91,FRANCOIS ASIIMWE,6.0,NEVER MARRIED,nan,M,nan,-1.9240092640000002,30.091174,RWANDA GASABO NDERA RUDASHYA KAMAHORO,RUDASHYAKAMAHORO,GASABONDERA,4.0/1931.0
134,CEN_WRN893966383,JOSIANE,nan,MUNEZERO,JOSIANE  MUNEZERO,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,8.0,1954.0,68,JOSIANE MUNEZERO,4.0,DIVORCED,nan,F,nan,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,8.0/1954.0
134,CEN_WSE020713696,JOSUE,nan,GATARAYIHA,JOSUE  GATARAYIHA,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,7.0,1990.0,32,JOSIANE MUNEZERO,5.0,SEPARATED,2.0,M,nan,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,7.0/1990.0
135,CEN_WUE523472017,VEDASTE,LIONCEAU,TUYISHIMIRE,VEDASTE LIONCEAU TUYISHIMIRE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5.0,1973.0,49,BETTY HABINEZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,M,9624113972.0,-2.189214519,29.90127415,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,5.0/1973.0
135,CEN_WVK241034945,BELLYCOFF,nan,CLAUDE,BELLYCOFF  CLAUDE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,2.0,1995.0,27,BETTY HABINEZA,nan,nan,7.0,M,9624113972.0,-2.189214519,29.90127415,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,2.0/1995.0
135,CEN_WXN387878231,AUGUSTIN,nan,STEVEN,AUGUSTIN  STEVEN,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,12.0,2003.0,19,BETTY HABINEZA,4.0,DIVORCED,9.0,M,9624113972.0,-2.189214519,29.90127415,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,12.0/2003.0
135,CEN_X2H545428668,BETTY,nan,HABINEZA,BETTY  HABINEZA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,11.0,1979.0,95,BETTY HABINEZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,F,9624113972.0,-2.189214519,29.90127415,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,11.0/1979.0
136,CEN_XDC394071831,CHARITY,nan,KARANGWA,CHARITY  KARANGWA,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,nan,1930.0,92,SCHIPHRA TUYISENGE,4.0,DIVORCED,nan,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,nan/1930.0
136,CEN_XEU250321345,nan,nan,TUSHABE,  TUSHABE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,10.0,1971.0,51,SCHIPHRA TUYISENGE,3.0,LIVE IN A POLYGAMOUS UNION,2.0,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,10.0/1971.0
136,CEN_XIF934427768,SAMSON,nan,LEE,SAMSON  LEE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,2.0,nan,58,SCHIPHRA TUYISENGE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,2.0/nan
136,CEN_XKD608533636,SCHIPHRA,nan,TUYISENGE,SCHIPHRA  TUYISENGE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,5.0,1995.0,98,SCHIPHRA TUYISENGE,3.0,LIVE IN A POLYGAMOUS UNION,3.0,F,nan,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,5.0/1995.0
137,CEN_XKW592744739,KEZA,nan,ALOYS,KEZA  ALOYS,KIGALI,KICUKIRO,NYARUGUNGA,KAMASHASHI,INDATWA,nan,1988.0,23,SLIM SHYAKA,3.0,LIVE IN A POLYGAMOUS UNION,7.0,F,nan,-1.980502479,30.164648100000004,RWANDA KICUKIRO NYARUGUNGA KAMASHASHI INDATWA,KAMASHASHIINDATWA,KICUKIRONYARUGUNGA,nan/1988.0
137,CEN_XLB015160900,SLIM,nan,SHYAKA,SLIM  SHYAKA,KIGALI,KICUKIRO,NYARUGUNGA,KAMASHASHI,INDATWA,4.0,nan,89,SLIM SHYAKA,3.0,LIVE IN A POLYGAMOUS UNION,nan,M,nan,-1.980502479,30.164648100000004,RWANDA KICUKIRO NYARUGUNGA KAMASHASHI INDATWA,KAMASHASHIINDATWA,KICUKIRONYARUGUNGA,4.0/nan
137,CEN_XLK993441705,YUNUSU,nan,FIDELE,YUNUSU  FIDELE,KIGALI,KICUKIRO,NYARUGUNGA,KAMASHASHI,INDATWA,1.0,2000.0,50,SLIM SHYAKA,nan,nan,10.0,M,nan,-1.980502479,30.164648100000004,RWANDA KICUKIRO NYARUGUNGA KAMASHASHI INDATWA,KAMASHASHIINDATWA,KICUKIRONYARUGUNGA,1.0/2000.0
137,CEN_XMD041059962,GATETE,nan,NSENYUMVA,GATETE  NSENYUMVA,KIGALI,KICUKIRO,NYARUGUNGA,KAMASHASHI,INDATWA,10.0,1973.0,49,SLIM SHYAKA,7.0,WIDOWED,1.0,M,nan,-1.980502479,30.164648100000004,RWANDA KICUKIRO NYARUGUNGA KAMASHASHI INDATWA,KAMASHASHIINDATWA,KICUKIRONYARUGUNGA,10.0/1973.0
138,CEN_XNY428020149,SHAMARIMA,nan,UWAMARIYA,SHAMARIMA  UWAMARIYA,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,nan,1950.0,75,SHAMARIMA UWAMARIYA,4.0,DIVORCED,5.0,F,8251714761.0,-1.7631757069999998,29.42447255,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,nan/1950.0
138,CEN_XQU606573607,SEDHAR,nan,NDAYISABA,SEDHAR  NDAYISABA,WEST,RUTSIRO,GIHANGO,MATABA,KAMUTAMBIRO,7.0,2005.0,17,SHAMARIMA UWAMARIYA,6.0,NEVER MARRIED,5.0,M,8251714761.0,-1.7631757069999998,29.42447255,RWANDA RUTSIRO GIHANGO MATABA KAMUTAMBIRO,MATABAKAMUTAMBIRO,RUTSIROGIHANGO,7.0/2005.0
139,CEN_XRD076572896,QUEEM,nan,NSHIMIYIMANA,QUEEM  NSHIMIYIMANA,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,11.0,1992.0,30,AMOR MUGIRANEZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5.0,F,nan,-2.023501435,30.02398647,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,11.0/1992.0
139,CEN_XRJ632882445,LANDRE,nan,DIEUDONNE,LANDRE  DIEUDONNE,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,5.0,1964.0,58,AMOR MUGIRANEZA,5.0,SEPARATED,9.0,M,nan,-2.023501435,30.02398647,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,5.0/1964.0
139,CEN_XUR868522716,nan,nan,MUGIRANEZA,  MUGIRANEZA,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,11.0,1996.0,87,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,9.0,F,nan,-2.023501435,30.02398647,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,11.0/1996.0
139,CEN_XWH788287581,TUYISENGE,JEAN,GASPARD,TUYISENGE JEAN GASPARD,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,10.0,1999.0,23,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,10.0,M,nan,-2.023501435,30.02398647,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,10.0/1999.0
139,CEN_XZQ669054346,ROSE,nan,MURENZI,ROSE  MURENZI,KIGALI,NYARUGENGE,MAGEREGERE,MATABA,MAGERAGERE,11.0,1946.0,76,AMOR MUGIRANEZA,3.0,LIVE IN A POLYGAMOUS UNION,2.0,F,nan,-2.023501435,30.02398647,RWANDA NYARUGENGE MAGEREGERE MATABA MAGERAGERE,MATABAMAGERAGERE,NYARUGENGEMAGEREGERE,11.0/1946.0
140,CEN_Y00986922705,HONDA,MORIS,UWIZEYE,HONDA MORIS UWIZEYE,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,nan,1992.0,91,HONDA MORIS UWIZEYE,3.0,LIVE IN A POLYGAMOUS UNION,8.0,M,nan,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,nan/1992.0
140,CEN_Y3S338388462,JEAN,BOSCO,KUBWIMANA,JEAN BOSCO KUBWIMANA,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,3.0,1987.0,37,HONDA MORIS UWIZEYE,nan,nan,8.0,M,nan,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,3.0/1987.0
140,CEN_Y6Z288616154,WINNY,nan,MUHIRWA,WINNY  MUHIRWA,EAST,KIREHE,MAHAMA,SARUHEMBE,NYAGAHANGA,6.0,1934.0,88,HONDA MORIS UWIZEYE,4.0,DIVORCED,4.0,F,nan,-1.610827421,30.21914875,RWANDA KIREHE MAHAMA SARUHEMBE NYAGAHANGA,SARUHEMBENYAGAHANGA,KIREHEMAHAMA,6.0/1934.0
141,CEN_YA8635915325,IRADUKUNDA,nan,NGABONZIZA,IRADUKUNDA  NGABONZIZA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,2.0,nan,83,IRADUKUNDA NGABONZIZA,3.0,LIVE IN A POLYGAMOUS UNION,nan,M,9103602271.0,-1.5455460330000002,29.74943724,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,2.0/nan
141,CEN_YHB921251984,ELLA,nan,KALISA,ELLA  KALISA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,1.0,1928.0,29,IRADUKUNDA NGABONZIZA,5.0,SEPARATED,11.0,F,9103602271.0,-1.5455460330000002,29.74943724,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,1.0/1928.0
141,CEN_YN8350281683,HONORINE,nan,NSENGIYUMVA,HONORINE  NSENGIYUMVA,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,12.0,1943.0,79,IRADUKUNDA NGABONZIZA,4.0,DIVORCED,10.0,F,9103602271.0,-1.5455460330000002,29.74943724,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,12.0/1943.0
141,CEN_YSK370847777,NDENGEYINGOMA,nan,nan,NDENGEYINGOMA  ,NORTH,MUSANZE,GASHAKI,MUHARURO,KIBINYOGOTE,8.0,1977.0,6,IRADUKUNDA NGABONZIZA,6.0,NEVER MARRIED,10.0,M,9103602271.0,-1.5455460330000002,29.74943724,RWANDA MUSANZE GASHAKI MUHARURO KIBINYOGOTE,MUHARUROKIBINYOGOTE,MUSANZEGASHAKI,8.0/1977.0
142,CEN_YYS400831136,FLORENTIN,nan,YVES,FLORENTIN  YVES,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,5.0,1995.0,27,NGABO HABYARIMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1.0,M,7607083913.0,-2.089867752,29.67588005,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,5.0/1995.0
142,CEN_YZI931655738,NGABO,nan,HABYARIMANA,NGABO  HABYARIMANA,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,nan,1921.0,102,NGABO HABYARIMANA,4.0,DIVORCED,6.0,M,7607083913.0,-2.089867752,29.67588005,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,nan/1921.0
142,CEN_Z1B129507786,NSENGIYUMVA,nan,KWIZERA,NSENGIYUMVA  KWIZERA,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,11.0,1984.0,52,NGABO HABYARIMANA,3.0,LIVE IN A POLYGAMOUS UNION,11.0,M,7607083913.0,-2.089867752,29.67588005,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,11.0/1984.0
142,CEN_Z1S573380840,BIBENTYO,nan,MUTONI,BIBENTYO  MUTONI,SOUTH,MUHANGA,NYARUSANGE,MUSONGATI,NGORORANO,12.0,2000.0,25,NGABO HABYARIMANA,5.0,SEPARATED,1.0,M,7607083913.0,-2.089867752,29.67588005,RWANDA MUHANGA NYARUSANGE MUSONGATI NGORORANO,MUSONGATINGORORANO,MUHANGANYARUSANGE,12.0/2000.0
143,CEN_Z3G138506804,RUSANGANWA,nan,nan,RUSANGANWA  ,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,5.0,nan,88,RUSANGANWA KARANGWA,6.0,NEVER MARRIED,9.0,F,6042629245.0,-2.468344595,29.58334367,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,5.0/nan
143,CEN_Z5V470109073,ERIC,nan,KAREMERA,ERIC  KAREMERA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,5.0,1988.0,34,RUSANGANWA KARANGWA,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,6042629245.0,-2.468344595,29.58334367,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,5.0/1988.0
143,CEN_Z98616838938,NICKS,nan,SAM,NICKS  SAM,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,3.0,1969.0,53,RUSANGANWA KARANGWA,4.0,DIVORCED,13.0,M,6042629245.0,-2.468344595,29.58334367,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA,3.0/1969.0
145,CEN_ZRB113583615,METHODE,nan,IZABAYO,METHODE  IZABAYO,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,11.0,1947.0,75,MANZI CHRISTIAN RUTAYISIRE,5.0,SEPARATED,10.0,M,nan,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,11.0/1947.0
145,CEN_ZTE317757694,MUTUZO,nan,NTAKIRUTIMANA,MUTUZO  NTAKIRUTIMANA,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,1.0,1954.0,68,MANZI CHRISTIAN RUTAYISIRE,4.0,DIVORCED,11.0,F,nan,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,1.0/1954.0
145,CEN_ZUX507676677,MANZI,CHRISTIAN,RUTAYISIRE,MANZI CHRISTIAN RUTAYISIRE,KIGALI,NYARUGENGE,RWEZAMENYOKABUGURU,II,MUTARA,4.0,1941.0,82,MANZI CHRISTIAN RUTAYISIRE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,12.0,nan,nan,-1.94900685,30.05788189,RWANDA NYARUGENGE RWEZAMENYOKABUGURU II MUTARA,IIMUTARA,NYARUGENGERWEZAMENYOKABUGURU,4.0/1941.0
